row_id,climate_category_id,main_id,name,geometry,year,scenario,category
CC-aeafbb59-2071_2099-ssp126-1,ON-MAIN-aeafbb59,ON-MAIN-aeafbb59,Detour Lake,POINT (-79.717631 50.018143),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-1f126a43-2071_2099-ssp126-1,ON-MAIN-1f126a43,ON-MAIN-1f126a43,Macassa,POINT (-80.071637 48.142528),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-4e0734b5-2071_2099-ssp126-1,ON-MAIN-4e0734b5,ON-MAIN-4e0734b5,Fox Complex,POINT (-80.340814 48.534362),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-7607a50e-2071_2099-ssp126-1,ON-MAIN-7607a50e,ON-MAIN-7607a50e,Young-Davidson,POINT (-80.67444 47.94667),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-fcb287a4-2071_2099-ssp126-1,ON-MAIN-fcb287a4,ON-MAIN-fcb287a4,Nickel Rim South,POINT (-80.796793 46.657982),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-48fe2205-2071_2099-ssp126-1,ON-MAIN-48fe2205,ON-MAIN-48fe2205,Garson,POINT (-80.857 46.568),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-de2f9639-2071_2099-ssp126-1,ON-MAIN-de2f9639,ON-MAIN-de2f9639,Clarabelle,POINT (-81.056782 46.495822),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-f080c409-2071_2099-ssp126-1,ON-MAIN-f080c409,ON-MAIN-f080c409,Copper Cliff Complex,POINT (-81.068205 46.491445),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-538513cd-2071_2099-ssp126-1,ON-MAIN-538513cd,ON-MAIN-538513cd,Hoyle Pond,POINT (-81.1083 48.5519),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-bfbcd72e-2071_2099-ssp126-1,ON-MAIN-bfbcd72e,ON-MAIN-bfbcd72e,Bell Creek,POINT (-81.178 48.553),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-52224e1e-2071_2099-ssp126-1,ON-MAIN-52224e1e,ON-MAIN-52224e1e,Creighton,POINT (-81.1861 46.474),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-3b3e5365-2071_2099-ssp126-1,ON-MAIN-3b3e5365,ON-MAIN-3b3e5365,Porcupine,POINT (-81.242719 48.463511),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-8629a493-2071_2099-ssp126-1,ON-MAIN-8629a493,ON-MAIN-8629a493,Hollinger,POINT (-81.31314 48.4733),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-6e9b2449-2071_2099-ssp126-1,ON-MAIN-6e9b2449,ON-MAIN-6e9b2449,Coleman,POINT (-81.3397 46.6771),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-206041d1-2071_2099-ssp126-1,ON-MAIN-206041d1,ON-MAIN-206041d1,Fraser,POINT (-81.3404 46.6633),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-ed85ac94-2071_2099-ssp126-1,ON-MAIN-ed85ac94,ON-MAIN-ed85ac94,Strathcona,POINT (-81.3427 46.6734),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-f8313ebd-2071_2099-ssp126-1,ON-MAIN-f8313ebd,ON-MAIN-f8313ebd,Kidd Creek,POINT (-81.37 48.6894),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-7001a391-2071_2099-ssp126-1,ON-MAIN-7001a391,ON-MAIN-7001a391,McCreedy West,POINT (-81.39894 46.638059),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-28f3f0fc-2071_2099-ssp126-1,ON-MAIN-28f3f0fc,ON-MAIN-28f3f0fc,Totten,POINT (-81.454839 46.381174),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-f3e6ff08-2071_2099-ssp126-1,ON-MAIN-f3e6ff08,ON-MAIN-f3e6ff08,Timmins West,POINT (-81.549826 48.383275),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-1c674cd0-2071_2099-ssp126-1,ON-MAIN-1c674cd0,ON-MAIN-1c674cd0,Borden,POINT (-83.260981 47.871883),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-687b8c8d-2071_2099-ssp126-1,ON-MAIN-687b8c8d,ON-MAIN-687b8c8d,Island,POINT (-84.449604 48.285667),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-8825d90d-2071_2099-ssp126-1,ON-MAIN-8825d90d,ON-MAIN-8825d90d,Magino,POINT (-84.45744 48.28869),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-f4fc3276-2071_2099-ssp126-1,ON-MAIN-f4fc3276,ON-MAIN-f4fc3276,Sugar Zone,POINT (-85.00401 48.80496),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-c5fefb01-2071_2099-ssp126-1,ON-MAIN-c5fefb01,ON-MAIN-c5fefb01,Mishi,POINT (-85.4525 48.11028),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-cb85213a-2071_2099-ssp126-1,ON-MAIN-cb85213a,ON-MAIN-cb85213a,Eagle River,POINT (-85.4619 47.9861),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-6e9be24e-2071_2099-ssp126-1,ON-MAIN-6e9be24e,ON-MAIN-6e9be24e,Hemlo (Williams),POINT (-85.91598 48.695726),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-a3c56a83-2071_2099-ssp126-1,ON-MAIN-a3c56a83,ON-MAIN-a3c56a83,Lac des Iles,POINT (-89.6105 49.1691),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-fefeaee4-2071_2099-ssp126-1,ON-MAIN-fefeaee4,ON-MAIN-fefeaee4,Musselwhite,POINT (-90.3636 52.6127),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-7f050560-2071_2099-ssp126-1,ON-MAIN-7f050560,ON-MAIN-7f050560,Red Lake,POINT (-93.732922 51.050557),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-0aadf28f-2071_2099-ssp126-1,ON-MAIN-0aadf28f,ON-MAIN-0aadf28f,Rainy River,POINT (-94.012 48.833),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-915d9faa-2071_2099-ssp126-1,MB-MAIN-915d9faa,MB-MAIN-915d9faa,Tanco,POINT (-95.4502 50.4291),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-e0a6250e-2071_2099-ssp126-1,MB-MAIN-e0a6250e,MB-MAIN-e0a6250e,Thompson (T-1 and T-3),POINT (-97.8444 55.7152),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-0898e255-2071_2099-ssp126-1,MB-MAIN-0898e255,MB-MAIN-0898e255,Stall Lake,POINT (-99.9451 54.85692),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-da0b5c3d-2071_2099-ssp126-1,MB-MAIN-da0b5c3d,MB-MAIN-da0b5c3d,New Britannia,POINT (-100.024002 54.886349),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-be5b3dc8-2071_2099-ssp126-1,MB-MAIN-be5b3dc8,MB-MAIN-be5b3dc8,Lalor Lake,POINT (-100.13333 54.86667),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-22ce14be-2071_2099-ssp126-1,SK-MAIN-22ce14be,SK-MAIN-22ce14be,Santoy,POINT (-103.414571 55.66778),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-29afbdb5-2071_2099-ssp126-1,SK-MAIN-29afbdb5,SK-MAIN-29afbdb5,Seabee,POINT (-103.622257 55.683772),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-60ba74c4-2071_2099-ssp126-1,SK-MAIN-60ba74c4,SK-MAIN-60ba74c4,McClean Lake,POINT (-103.8361 58.3472),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-91cf5448-2071_2099-ssp126-1,SK-MAIN-91cf5448,SK-MAIN-91cf5448,Cigar Lake,POINT (-104.54123 58.06819),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-d3c471e8-2071_2099-ssp126-1,SK-MAIN-d3c471e8,SK-MAIN-d3c471e8,McArthur River,POINT (-105.053 57.7637),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-bb89158f-2071_2099-ssp126-1,SK-MAIN-bb89158f,SK-MAIN-bb89158f,Key Lake,POINT (-105.647 57.207),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-ae4fcc15-2071_2099-ssp126-1,SK-MAIN-ae4fcc15,SK-MAIN-ae4fcc15,Estevan,POINT (-102.864956 49.087329),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-a35bfc1b-2071_2099-ssp126-1,SK-MAIN-a35bfc1b,SK-MAIN-a35bfc1b,Poplar River,POINT (-105.472585 49.217566),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-526c6c76-2071_2099-ssp126-1,AB-MAIN-526c6c76,AB-MAIN-526c6c76,Genesee,POINT (-114.267236 53.323876),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-0c614cfb-2071_2099-ssp126-1,AB-MAIN-0c614cfb,AB-MAIN-0c614cfb,Coal Valley,POINT (-116.786616 53.072796),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-a67a8e37-2071_2099-ssp126-1,AB-MAIN-a67a8e37,AB-MAIN-a67a8e37,Vista,POINT (-117.36642 53.403506),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-ddfda037-2071_2099-ssp126-1,AB-MAIN-ddfda037,AB-MAIN-ddfda037,Grande Cache,POINT (-119.1667 54.0333),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-eec2cd4c-2071_2099-ssp126-1,AB-MAIN-eec2cd4c,AB-MAIN-eec2cd4c,Kearl,POINT (-111.066731 57.396911),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-7dabaf6e-2071_2099-ssp126-1,AB-MAIN-7dabaf6e,AB-MAIN-7dabaf6e,Millennium and Steepbank,POINT (-111.34 56.8719),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-70af0605-2071_2099-ssp126-1,AB-MAIN-70af0605,AB-MAIN-70af0605,Jackpine,POINT (-111.379855555556 57.2490361111111),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-c42b8de9-2071_2099-ssp126-1,AB-MAIN-c42b8de9,AB-MAIN-c42b8de9,Aurora North and South,POINT (-111.458 57.3134),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-5ce71d64-2071_2099-ssp126-1,AB-MAIN-5ce71d64,AB-MAIN-5ce71d64,Mildred Lake,POINT (-111.4667 57),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-e4a2cc7b-2071_2099-ssp126-1,AB-MAIN-e4a2cc7b,AB-MAIN-e4a2cc7b,Muskeg River,POINT (-111.512 57.2465),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-3f0e46be-2071_2099-ssp126-1,AB-MAIN-3f0e46be,AB-MAIN-3f0e46be,Fort Hills,POINT (-111.572 57.3952),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-f7556a3a-2071_2099-ssp126-1,AB-MAIN-f7556a3a,AB-MAIN-f7556a3a,Horizon,POINT (-111.774947222222 57.3382333333333),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-4724f4ba-2071_2099-ssp126-1,BC-MAIN-4724f4ba,BC-MAIN-4724f4ba,Elk,POINT (-120.31487 49.8538),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-aa76f6f2-2071_2099-ssp126-1,BC-MAIN-aa76f6f2,BC-MAIN-aa76f6f2,New Afton,POINT (-120.514 50.661),2071_2099,ssp126,"BSk - Arid, steppe, cold"
CC-599152a0-2071_2099-ssp126-1,BC-MAIN-599152a0,BC-MAIN-599152a0,Copper Mountain,POINT (-120.533 49.331),2071_2099,ssp126,"Dsb - Cold, dry summer, warm summer"
CC-bf503b6b-2071_2099-ssp126-1,BC-MAIN-bf503b6b,BC-MAIN-bf503b6b,Highland Valley,POINT (-121.0483 50.4855),2071_2099,ssp126,"BSk - Arid, steppe, cold"
CC-3f490561-2071_2099-ssp126-1,BC-MAIN-3f490561,BC-MAIN-3f490561,Mount Polley,POINT (-121.633931 52.544959),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-6b4800fe-2071_2099-ssp126-1,BC-MAIN-6b4800fe,BC-MAIN-6b4800fe,Gibraltar,POINT (-122.28716 52.528495),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-ed23117f-2071_2099-ssp126-1,BC-MAIN-ed23117f,BC-MAIN-ed23117f,Mount Milligan,POINT (-124.031 55.118),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-23155c25-2071_2099-ssp126-1,BC-MAIN-23155c25,BC-MAIN-23155c25,Myra Falls,POINT (-125.59 49.57),2071_2099,ssp126,"Cfb - Temperate, no dry season, warm summer"
CC-8eb8be0d-2071_2099-ssp126-1,BC-MAIN-8eb8be0d,BC-MAIN-8eb8be0d,Red Chris,POINT (-129.78333 57.7),2071_2099,ssp126,"Dsc - Cold, dry summer, cold summer"
CC-857b7b89-2071_2099-ssp126-1,BC-MAIN-857b7b89,BC-MAIN-857b7b89,Brucejack,POINT (-130.21783 56.47554),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-9e101b16-2071_2099-ssp126-1,BC-MAIN-9e101b16,BC-MAIN-9e101b16,Line Creek,POINT (-114.7833 49.95),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-48ad5435-2071_2099-ssp126-1,BC-MAIN-48ad5435,BC-MAIN-48ad5435,Elkview,POINT (-114.805 49.7431),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-c202b377-2071_2099-ssp126-1,BC-MAIN-c202b377,BC-MAIN-c202b377,Fording River,POINT (-114.830862 50.19817),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-2c4ceca5-2071_2099-ssp126-1,BC-MAIN-2c4ceca5,BC-MAIN-2c4ceca5,Greenhills,POINT (-114.877193 50.117858),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-afd7eec5-2071_2099-ssp126-1,BC-MAIN-afd7eec5,BC-MAIN-afd7eec5,Wolverine,POINT (-121.2453 55.0861),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-becbbe67-2071_2099-ssp126-1,BC-MAIN-becbbe67,BC-MAIN-becbbe67,Brule,POINT (-121.832 55.398),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-fb4d0c45-2071_2099-ssp126-1,BC-MAIN-fb4d0c45,BC-MAIN-fb4d0c45,Willow Creek,POINT (-122.2222 55.607),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-44857446-2071_2099-ssp126-1,YT-MAIN-44857446,YT-MAIN-44857446,Keno Hill Silver District,POINT (-135.4833 63.9167),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-e05ed9fe-2071_2099-ssp126-1,YT-MAIN-e05ed9fe,YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),POINT (-135.8456 64.0322),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-752fbcae-2071_2099-ssp126-1,YT-MAIN-752fbcae,YT-MAIN-752fbcae,Minto,POINT (-137.23858 62.618875),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-94e652a5-2071_2099-ssp126-1,NT-MAIN-94e652a5,NT-MAIN-94e652a5,Gahcho Kué,POINT (-109.21194 63.44528),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-0ec39ce0-2071_2099-ssp126-1,NT-MAIN-0ec39ce0,NT-MAIN-0ec39ce0,Diavik,POINT (-110.272 64.495),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-6c1d6ee6-2071_2099-ssp126-1,NT-MAIN-6c1d6ee6,NT-MAIN-6c1d6ee6,Ekati,POINT (-110.618 64.715),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-5154702a-2071_2099-ssp126-1,NU-MAIN-5154702a,NU-MAIN-5154702a,Mary River,POINT (-78.556869 71.340446),2071_2099,ssp126,"ET - Polar, tundra"
CC-8b0264c9-2071_2099-ssp126-1,NU-MAIN-8b0264c9,NU-MAIN-8b0264c9,Meliadine,POINT (-92.220206 63.031529),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-730aefe3-2071_2099-ssp126-1,NU-MAIN-730aefe3,NU-MAIN-730aefe3,Meadowbank,POINT (-96.071313 65.0199956),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-4ea8ac9d-2071_2099-ssp126-1,NU-MAIN-4ea8ac9d,NU-MAIN-4ea8ac9d,Amaruq,POINT (-96.697 65.415),2071_2099,ssp126,"Dfc - Cold, no dry season, cold summer"
CC-d9036091-2071_2099-ssp126-1,NL-MAIN-d9036091,NL-MAIN-d9036091,Long Harbour,POINT (-53.811792 47.410938),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-8d6616b4-2071_2099-ssp126-1,QC-MAIN-8d6616b4,QC-MAIN-8d6616b4,Alouette,POINT (-66.4429 50.1571),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-52c01ae4-2071_2099-ssp126-1,QC-MAIN-52c01ae4,QC-MAIN-52c01ae4,Baie-Comeau,POINT (-68.1491 49.2562),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-01c1e81f-2071_2099-ssp126-1,QC-MAIN-01c1e81f,QC-MAIN-01c1e81f,Grande-Baie,POINT (-70.9258 48.3058),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-c0e3a48b-2071_2099-ssp126-1,QC-MAIN-c0e3a48b,QC-MAIN-c0e3a48b,Laterrière,POINT (-71.1287 48.3013),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-92628f16-2071_2099-ssp126-1,QC-MAIN-92628f16,QC-MAIN-92628f16,Vaudreuil,POINT (-71.157919 48.428476),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-c1c7eb99-2071_2099-ssp126-1,QC-MAIN-c1c7eb99,QC-MAIN-c1c7eb99,Arvida,POINT (-71.165521 48.430174),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-3aa117d8-2071_2099-ssp126-1,QC-MAIN-3aa117d8,QC-MAIN-3aa117d8,Alma,POINT (-71.6897 48.5847),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-eac5a52b-2071_2099-ssp126-1,QC-MAIN-eac5a52b,QC-MAIN-eac5a52b,Deschambault,POINT (-71.9467 46.6939),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-c8966bdc-2071_2099-ssp126-1,QC-MAIN-c8966bdc,QC-MAIN-c8966bdc,Bécancour,POINT (-72.3852 46.381),2071_2099,ssp126,
CC-529c96b4-2071_2099-ssp126-1,QC-MAIN-529c96b4,QC-MAIN-529c96b4,CCR,POINT (-73.511778 45.627518),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-4f03382f-2071_2099-ssp126-1,QC-MAIN-4f03382f,QC-MAIN-4f03382f,Sainte-Catherine,POINT (-73.601869 45.402369),2071_2099,ssp126,
CC-abb3e1c7-2071_2099-ssp126-1,QC-MAIN-abb3e1c7,QC-MAIN-abb3e1c7,General Smelting Company of Canada,POINT (-73.676345 45.448518),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-de3d8b7b-2071_2099-ssp126-1,QC-MAIN-de3d8b7b,QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),POINT (-74.097205 45.228312),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-30c1828c-2071_2099-ssp126-1,QC-MAIN-30c1828c,QC-MAIN-30c1828c,Horne,POINT (-79.0151 48.2534),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-dca9cce7-2071_2099-ssp126-1,ON-MAIN-dca9cce7,ON-MAIN-dca9cce7,Ottawa,POINT (-75.69922 45.431332),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-237587f6-2071_2099-ssp126-1,ON-MAIN-237587f6,ON-MAIN-237587f6,Port Hope,POINT (-78.2943 43.9429),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-2e13aaa0-2071_2099-ssp126-1,ON-MAIN-2e13aaa0,ON-MAIN-2e13aaa0,Port Colborne,POINT (-79.24 42.883),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-137bbc71-2071_2099-ssp126-1,ON-MAIN-137bbc71,ON-MAIN-137bbc71,Mississauga,POINT (-79.57979 43.60506),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-b466361f-2071_2099-ssp126-1,ON-MAIN-b466361f,ON-MAIN-b466361f,Mississauga,POINT (-79.6671 43.7058),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-e928d96a-2071_2099-ssp126-1,ON-MAIN-e928d96a,ON-MAIN-e928d96a,Brampton,POINT (-79.722125 43.691066),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-40ce0593-2071_2099-ssp126-1,ON-MAIN-40ce0593,ON-MAIN-40ce0593,Sudbury,POINT (-80.7993 46.5763),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-63b394c3-2071_2099-ssp126-1,ON-MAIN-63b394c3,ON-MAIN-63b394c3,Copper Cliff Complex,POINT (-81.0569 46.4801),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-484e4fa3-2071_2099-ssp126-1,ON-MAIN-484e4fa3,ON-MAIN-484e4fa3,Blind River,POINT (-83.017246 46.180896),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-d3a4aba9-2071_2099-ssp126-1,AB-MAIN-d3a4aba9,AB-MAIN-d3a4aba9,The Cobalt Refinery Company Inc.,POINT (-113.19011 53.719929),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-8434dce0-2071_2099-ssp126-1,AB-MAIN-8434dce0,AB-MAIN-8434dce0,Baymag,POINT (-115.210061 51.060022),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-3bb6b7cd-2071_2099-ssp126-1,BC-MAIN-3bb6b7cd,BC-MAIN-3bb6b7cd,Trail,POINT (-117.7137 49.0999),2071_2099,ssp126,"Dsa - Cold, dry summer, hot summer"
CC-d9e2f362-2071_2099-ssp126-1,BC-MAIN-d9e2f362,BC-MAIN-d9e2f362,Richmond,POINT (-123.092001 49.194196),2071_2099,ssp126,"Csb - Temperate, dry summer, warm summer"
CC-eb47f7c7-2071_2099-ssp126-1,BC-MAIN-eb47f7c7,BC-MAIN-eb47f7c7,Kitimat,POINT (-128.6954 53.9976),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-5398dfac-2071_2099-ssp126-1,QC-MAIN-5398dfac,QC-MAIN-5398dfac,Elkem Chicoutimi,POINT (-71.131239 48.412769),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-649d2873-2071_2099-ssp126-1,QC-MAIN-649d2873,QC-MAIN-649d2873,Niobec Converter,POINT (-71.158168 48.531738),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-c1cc9f7c-2071_2099-ssp126-1,QC-MAIN-c1cc9f7c,QC-MAIN-c1cc9f7c,Becancour Silicon,POINT (-72.39 46.37),2071_2099,ssp126,
CC-470b504b-2071_2099-ssp126-1,ON-MAIN-470b504b,ON-MAIN-470b504b,Ottawa Plant,POINT (-75.562391 45.298042),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-e25eed27-2071_2099-ssp126-1,QC-MAIN-e25eed27,QC-MAIN-e25eed27,Port-Cartier,POINT (-66.797531 50.03213),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-6a26086e-2071_2099-ssp126-1,QC-MAIN-6a26086e,QC-MAIN-6a26086e,Sorel Forge,POINT (-73.124998 46.045865),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-3e146840-2071_2099-ssp126-1,QC-MAIN-3e146840,QC-MAIN-3e146840,Rio Tinto Iron and Titanium,POINT (-73.138424 46.045907),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-1eee4ace-2071_2099-ssp126-1,QC-MAIN-1eee4ace,QC-MAIN-1eee4ace,Contrecœur East,POINT (-73.249081 45.837723),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-844dcc47-2071_2099-ssp126-1,QC-MAIN-844dcc47,QC-MAIN-844dcc47,Contrecœur West,POINT (-73.263268 45.819938),2071_2099,ssp126,
CC-fc6f1a44-2071_2099-ssp126-1,ON-MAIN-fc6f1a44,ON-MAIN-fc6f1a44,Ivaco Rolling Mills,POINT (-74.704435 45.6119),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-21b6ab35-2071_2099-ssp126-1,ON-MAIN-21b6ab35,ON-MAIN-21b6ab35,Whitby Mill,POINT (-78.91 43.86),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-387b06fe-2071_2099-ssp126-1,ON-MAIN-387b06fe,ON-MAIN-387b06fe,Welland Mill,POINT (-79.235065 42.998265),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-4c35e094-2071_2099-ssp126-1,ON-MAIN-4c35e094,ON-MAIN-4c35e094,ArcelorMittal Dofasco,POINT (-79.805204 43.269132),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-020a683c-2071_2099-ssp126-1,ON-MAIN-020a683c,ON-MAIN-020a683c,Hamilton Works,POINT (-79.819 43.275),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-b2e5c9bb-2071_2099-ssp126-1,ON-MAIN-b2e5c9bb,ON-MAIN-b2e5c9bb,Lake Erie Works,POINT (-80.0937 42.8001),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-bddeaef0-2071_2099-ssp126-1,ON-MAIN-bddeaef0,ON-MAIN-bddeaef0,Cambridge Mill,POINT (-80.28 43.37),2071_2099,ssp126,"Dfa - Cold, no dry season, hot summer"
CC-eab8c362-2071_2099-ssp126-1,ON-MAIN-eab8c362,ON-MAIN-eab8c362,Algoma Steel,POINT (-84.36664 46.52055),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-b4ca1426-2071_2099-ssp126-1,MB-MAIN-b4ca1426,MB-MAIN-b4ca1426,Manitoba Mill,POINT (-96.893633 50.130273),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-26b9aaf3-2071_2099-ssp126-1,SK-MAIN-26b9aaf3,SK-MAIN-26b9aaf3,EVRAZ Regina,POINT (-104.623843 50.515263),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
CC-9fed34a8-2071_2099-ssp126-1,AB-MAIN-9fed34a8,AB-MAIN-9fed34a8,AltaSteel,POINT (-113.387962 53.492783),2071_2099,ssp126,"Dfb - Cold, no dry season, warm summer"
