row_id,main_id,name,year,buffer_size,total_population,source_id,geometry
population-7d4a0421-2025-1,AB-MAIN-7d4a0421,Bashaw District,2025,10km,1040.4442576182178,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-113.93655 51.77696)
population-7d4a0421-2025-2,AB-MAIN-7d4a0421,Bashaw District,2025,50km,85285.74882494181,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-113.93655 51.77696)
population-7d4a0421-2030-1,AB-MAIN-7d4a0421,Bashaw District,2030,10km,1116.2262657830831,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-113.93655 51.77696)
population-7d4a0421-2030-2,AB-MAIN-7d4a0421,Bashaw District,2030,50km,91362.56804732012,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-113.93655 51.77696)
population-f9e41c2a-2025-1,QC-MAIN-f9e41c2a,Lamaque,2025,10km,30400.179525386124,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-77.739624 48.079221)
population-f9e41c2a-2025-2,QC-MAIN-f9e41c2a,Lamaque,2025,50km,49083.22945082851,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-77.739624 48.079221)
population-f9e41c2a-2030-1,QC-MAIN-f9e41c2a,Lamaque,2030,10km,31076.47150431067,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-77.739624 48.079221)
population-f9e41c2a-2030-2,QC-MAIN-f9e41c2a,Lamaque,2030,50km,50187.63326511054,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-77.739624 48.079221)
population-6664e89b-2025-1,ON-MAIN-6664e89b,Battery Materials Park,2025,10km,6876.1538584612,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-79.62229 47.40635)
population-6664e89b-2025-2,ON-MAIN-6664e89b,Battery Materials Park,2025,50km,34138.8916896491,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-79.62229 47.40635)
population-6664e89b-2030-1,ON-MAIN-6664e89b,Battery Materials Park,2030,10km,7086.949825368211,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-79.62229 47.40635)
population-6664e89b-2030-2,ON-MAIN-6664e89b,Battery Materials Park,2030,50km,35070.22429583612,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-79.62229 47.40635)
population-5398dfac-2025-1,QC-MAIN-5398dfac,Elkem Chicoutimi,2025,10km,118009.08992009715,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-71.131239 48.412769)
population-5398dfac-2025-2,QC-MAIN-5398dfac,Elkem Chicoutimi,2025,50km,225658.69890698296,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-71.131239 48.412769)
population-5398dfac-2030-1,QC-MAIN-5398dfac,Elkem Chicoutimi,2030,10km,123274.26613125368,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-71.131239 48.412769)
population-5398dfac-2030-2,QC-MAIN-5398dfac,Elkem Chicoutimi,2030,50km,234361.35349367047,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-71.131239 48.412769)
population-2cf66e65-2025-1,QC-MAIN-2cf66e65,Becancour Plant,2025,10km,50895.706634275375,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-72.433334 46.333332)
population-2cf66e65-2025-2,QC-MAIN-2cf66e65,Becancour Plant,2025,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-72.433334 46.333332)
population-2cf66e65-2030-1,QC-MAIN-2cf66e65,Becancour Plant,2030,10km,52690.40355819962,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-72.433334 46.333332)
population-2cf66e65-2030-2,QC-MAIN-2cf66e65,Becancour Plant,2030,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-72.433334 46.333332)
population-7f050560-2025-1,ON-MAIN-7f050560,Red Lake,2025,10km,4395.204621791202,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-93.732922 51.050557)
population-7f050560-2025-2,ON-MAIN-7f050560,Red Lake,2025,50km,4671.737386451939,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-93.732922 51.050557)
population-7f050560-2030-1,ON-MAIN-7f050560,Red Lake,2030,10km,4529.8114553769055,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-93.732922 51.050557)
population-7f050560-2030-2,ON-MAIN-7f050560,Red Lake,2030,50km,4814.804961376554,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-93.732922 51.050557)
population-26b9aaf3-2025-1,SK-MAIN-26b9aaf3,EVRAZ Regina,2025,10km,190597.31146464747,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-104.623843 50.515263)
population-26b9aaf3-2025-2,SK-MAIN-26b9aaf3,EVRAZ Regina,2025,50km,291036.97571377264,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-104.623843 50.515263)
population-26b9aaf3-2030-1,SK-MAIN-26b9aaf3,EVRAZ Regina,2030,10km,200111.89600280768,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-104.623843 50.515263)
population-26b9aaf3-2030-2,SK-MAIN-26b9aaf3,EVRAZ Regina,2030,50km,305423.2395693266,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-104.623843 50.515263)
population-c1cc9f7c-2025-1,QC-MAIN-c1cc9f7c,Becancour Silicon,2025,10km,22296.58211739515,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-72.39 46.37)
population-c1cc9f7c-2025-2,QC-MAIN-c1cc9f7c,Becancour Silicon,2025,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-72.39 46.37)
population-c1cc9f7c-2030-1,QC-MAIN-c1cc9f7c,Becancour Silicon,2030,10km,23057.89405695807,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-72.39 46.37)
population-c1cc9f7c-2030-2,QC-MAIN-c1cc9f7c,Becancour Silicon,2030,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-72.39 46.37)
population-c139de6d-2025-1,NL-MAIN-c139de6d,Ming,2025,10km,1434.7724768171124,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-56.087 49.915)
population-c139de6d-2025-2,NL-MAIN-c139de6d,Ming,2025,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-56.087 49.915)
population-c139de6d-2030-1,NL-MAIN-c139de6d,Ming,2030,10km,1432.1725782574172,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-56.087 49.915)
population-c139de6d-2030-2,NL-MAIN-c139de6d,Ming,2030,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-56.087 49.915)
population-842ba1b4-2025-1,NL-MAIN-842ba1b4,Nugget Pond,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-55.7753 49.845)
population-842ba1b4-2025-2,NL-MAIN-842ba1b4,Nugget Pond,2025,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-55.7753 49.845)
population-842ba1b4-2030-1,NL-MAIN-842ba1b4,Nugget Pond,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-55.7753 49.845)
population-842ba1b4-2030-2,NL-MAIN-842ba1b4,Nugget Pond,2030,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-55.7753 49.845)
population-ca488f19-2025-1,YT-MAIN-ca488f19,Macmillan Pass,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-130.15143 63.16057)
population-ca488f19-2025-2,YT-MAIN-ca488f19,Macmillan Pass,2025,50km,1.6192569783888757,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-130.15143 63.16057)
population-ca488f19-2030-1,YT-MAIN-ca488f19,Macmillan Pass,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-130.15143 63.16057)
population-ca488f19-2030-2,YT-MAIN-ca488f19,Macmillan Pass,2030,50km,1.7468766529345885,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-130.15143 63.16057)
population-70d629b4-2025-1,YT-MAIN-70d629b4,Mactung,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-130.1525 63.2822222222)
population-70d629b4-2025-2,YT-MAIN-70d629b4,Mactung,2025,50km,1.6192569783888757,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-130.1525 63.2822222222)
population-70d629b4-2030-1,YT-MAIN-70d629b4,Mactung,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-130.1525 63.2822222222)
population-70d629b4-2030-2,YT-MAIN-70d629b4,Mactung,2030,50km,1.7468766529345885,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-130.1525 63.2822222222)
population-efff21d3-2025-1,BC-MAIN-efff21d3,Deer Horn,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-127.30826 53.3607)
population-efff21d3-2025-2,BC-MAIN-efff21d3,Deer Horn,2025,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-127.30826 53.3607)
population-efff21d3-2030-1,BC-MAIN-efff21d3,Deer Horn,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-127.30826 53.3607)
population-efff21d3-2030-2,BC-MAIN-efff21d3,Deer Horn,2030,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-127.30826 53.3607)
population-0684a5d8-2025-1,SK-MAIN-0684a5d8,Patterson Lake South,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-109.364 57.639)
population-0684a5d8-2025-2,SK-MAIN-0684a5d8,Patterson Lake South,2025,50km,6.846140104578808,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-109.364 57.639)
population-0684a5d8-2030-1,SK-MAIN-0684a5d8,Patterson Lake South,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-109.364 57.639)
population-0684a5d8-2030-2,SK-MAIN-0684a5d8,Patterson Lake South,2030,50km,7.114283662755042,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-109.364 57.639)
population-f7fde5b4-2025-1,MB-MAIN-f7fde5b4,Minago,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-99.21912 54.1092)
population-f7fde5b4-2025-2,MB-MAIN-f7fde5b4,Minago,2025,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-99.21912 54.1092)
population-f7fde5b4-2030-1,MB-MAIN-f7fde5b4,Minago,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-99.21912 54.1092)
population-f7fde5b4-2030-2,MB-MAIN-f7fde5b4,Minago,2030,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-99.21912 54.1092)
population-ae473a4e-2025-1,QC-MAIN-ae473a4e,Lac Knife,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-67.18179 52.54974)
population-ae473a4e-2025-2,QC-MAIN-ae473a4e,Lac Knife,2025,50km,13074.693330874095,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-67.18179 52.54974)
population-ae473a4e-2030-1,QC-MAIN-ae473a4e,Lac Knife,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-67.18179 52.54974)
population-ae473a4e-2030-2,QC-MAIN-ae473a4e,Lac Knife,2030,50km,13134.047902667186,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-67.18179 52.54974)
population-7a11ae49-2025-1,SK-MAIN-7a11ae49,McIlvenna Bay,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-102.89498 54.65977)
population-7a11ae49-2025-2,SK-MAIN-7a11ae49,McIlvenna Bay,2025,50km,1485.1002386585478,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-102.89498 54.65977)
population-7a11ae49-2030-1,SK-MAIN-7a11ae49,McIlvenna Bay,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-102.89498 54.65977)
population-7a11ae49-2030-2,SK-MAIN-7a11ae49,McIlvenna Bay,2030,50km,1543.2635634266278,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-102.89498 54.65977)
population-ca9625ce-2025-1,AB-MAIN-ca9625ce,Fortune Minerals Refinery,2025,10km,530.0160532517228,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-112.513502 53.797615)
population-ca9625ce-2025-2,AB-MAIN-ca9625ce,Fortune Minerals Refinery,2025,50km,64357.21693069859,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-112.513502 53.797615)
population-ca9625ce-2030-1,AB-MAIN-ca9625ce,Fortune Minerals Refinery,2030,10km,566.3035432268101,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-112.513502 53.797615)
population-ca9625ce-2030-2,AB-MAIN-ca9625ce,Fortune Minerals Refinery,2030,50km,68364.55422123625,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-112.513502 53.797615)
population-b7cdf82c-2025-1,NT-MAIN-b7cdf82c,NICO,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-116.74583 63.55)
population-b7cdf82c-2025-2,NT-MAIN-b7cdf82c,NICO,2025,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-116.74583 63.55)
population-b7cdf82c-2030-1,NT-MAIN-b7cdf82c,NICO,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-116.74583 63.55)
population-b7cdf82c-2030-2,NT-MAIN-b7cdf82c,NICO,2030,50km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-116.74583 63.55)
population-d47616e5-2025-1,ON-MAIN-d47616e5,Martison,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-83.414444 50.314444)
population-d47616e5-2025-2,ON-MAIN-d47616e5,Martison,2025,50km,3.1567349194083363,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-83.414444 50.314444)
population-d47616e5-2030-1,ON-MAIN-d47616e5,Martison,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-83.414444 50.314444)
population-d47616e5-2030-2,ON-MAIN-d47616e5,Martison,2030,50km,3.2099026436917484,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-83.414444 50.314444)
population-e1641dfb-2025-1,BC-MAIN-e1641dfb,Decar,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-125.359691 54.894513)
population-e1641dfb-2025-2,BC-MAIN-e1641dfb,Decar,2025,50km,639.3649807202164,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-125.359691 54.894513)
population-e1641dfb-2030-1,BC-MAIN-e1641dfb,Decar,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-125.359691 54.894513)
population-e1641dfb-2030-2,BC-MAIN-e1641dfb,Decar,2030,50km,665.5080774661619,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-125.359691 54.894513)
population-c06904f0-2025-1,ON-MAIN-c06904f0,Pakeagama,2025,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-93.37727 52.60026)
population-c06904f0-2025-2,ON-MAIN-c06904f0,Pakeagama,2025,50km,1096.7671121744788,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-93.37727 52.60026)
population-c06904f0-2030-1,ON-MAIN-c06904f0,Pakeagama,2030,10km,0.0,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-93.37727 52.60026)
population-c06904f0-2030-2,ON-MAIN-c06904f0,Pakeagama,2030,50km,1129.7252896443242,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-93.37727 52.60026)
population-64bbe7e6-2025-1,ON-MAIN-64bbe7e6,Marathon,2025,10km,3444.467491691622,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-86.3263 48.78758)
population-64bbe7e6-2025-2,ON-MAIN-64bbe7e6,Marathon,2025,50km,4356.908128541843,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-86.3263 48.78758)
population-64bbe7e6-2030-1,ON-MAIN-64bbe7e6,Marathon,2030,10km,3548.905281945324,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-86.3263 48.78758)
population-64bbe7e6-2030-2,ON-MAIN-64bbe7e6,Marathon,2030,50km,4488.983670162812,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-86.3263 48.78758)
population-22426144-2025-1,QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),2025,10km,257607.67293649525,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.340812 45.525976)
population-22426144-2025-2,QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),2025,50km,4284452.580326721,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.340812 45.525976)
population-22426144-2030-1,QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),2030,10km,267775.2470994702,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.340812 45.525976)
population-22426144-2030-2,QC-MAIN-22426144,REE Recycling Facility (Saint-Bruno),2030,50km,4452350.806953609,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.340812 45.525976)
population-0d5c2cae-2025-1,MB-MAIN-0d5c2cae,Selkirk Division,2025,10km,24145.61306735396,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-96.911166 50.133771)
population-0d5c2cae-2025-2,MB-MAIN-0d5c2cae,Selkirk Division,2025,50km,910585.9307900128,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-96.911166 50.133771)
population-0d5c2cae-2030-1,MB-MAIN-0d5c2cae,Selkirk Division,2030,10km,25250.51442861727,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-96.911166 50.133771)
population-0d5c2cae-2030-2,MB-MAIN-0d5c2cae,Selkirk Division,2030,50km,951197.9794216515,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-96.911166 50.133771)
population-92cdea80-2025-1,ON-MAIN-92cdea80,Whitby Division,2025,10km,333270.5499035326,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-78.910676 43.851906)
population-92cdea80-2025-2,ON-MAIN-92cdea80,Whitby Division,2025,50km,4030332.7778288363,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-78.910676 43.851906)
population-92cdea80-2030-1,ON-MAIN-92cdea80,Whitby Division,2030,10km,349359.949414403,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-78.910676 43.851906)
population-92cdea80-2030-2,ON-MAIN-92cdea80,Whitby Division,2030,50km,4186366.2265015664,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-78.910676 43.851906)
population-bddeaef0-2025-1,ON-MAIN-bddeaef0,Cambridge Mill,2025,10km,170898.4926934781,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-80.28 43.37)
population-bddeaef0-2025-2,ON-MAIN-bddeaef0,Cambridge Mill,2025,50km,2428278.595298272,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-80.28 43.37)
population-bddeaef0-2030-1,ON-MAIN-bddeaef0,Cambridge Mill,2030,10km,179931.06231337518,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-80.28 43.37)
population-bddeaef0-2030-2,ON-MAIN-bddeaef0,Cambridge Mill,2030,50km,2533937.2987281717,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-80.28 43.37)
population-b4ca1426-2025-1,MB-MAIN-b4ca1426,Manitoba Mill,2025,10km,23861.94737767945,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-96.893633 50.130273)
population-b4ca1426-2025-2,MB-MAIN-b4ca1426,Manitoba Mill,2025,50km,910128.3951261566,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-96.893633 50.130273)
population-b4ca1426-2030-1,MB-MAIN-b4ca1426,Manitoba Mill,2030,10km,24959.804827688033,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-96.893633 50.130273)
population-b4ca1426-2030-2,MB-MAIN-b4ca1426,Manitoba Mill,2030,50km,950720.557266305,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-96.893633 50.130273)
population-21b6ab35-2025-1,ON-MAIN-21b6ab35,Whitby Mill,2025,10km,353615.8269223804,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-78.91 43.86)
population-21b6ab35-2025-2,ON-MAIN-21b6ab35,Whitby Mill,2025,50km,4000499.9494402497,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-78.91 43.86)
population-21b6ab35-2030-1,ON-MAIN-21b6ab35,Whitby Mill,2030,10km,370735.8635189065,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-78.91 43.86)
population-21b6ab35-2030-2,ON-MAIN-21b6ab35,Whitby Mill,2030,50km,4155372.80628375,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-78.91 43.86)
population-de3d8b7b-2025-1,QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),2025,10km,17459.196560225882,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-74.097205 45.228312)
population-de3d8b7b-2025-2,QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),2025,50km,1714634.2054274892,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-74.097205 45.228312)
population-de3d8b7b-2030-1,QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),2030,10km,18874.64272767197,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-74.097205 45.228312)
population-de3d8b7b-2030-2,QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),2030,50km,1780087.414163096,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-74.097205 45.228312)
population-529c96b4-2025-1,QC-MAIN-529c96b4,CCR,2025,10km,657806.4190332366,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.511778 45.627518)
population-529c96b4-2025-2,QC-MAIN-529c96b4,CCR,2025,50km,4527265.305510578,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.511778 45.627518)
population-529c96b4-2030-1,QC-MAIN-529c96b4,CCR,2030,10km,683904.461171045,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.511778 45.627518)
population-529c96b4-2030-2,QC-MAIN-529c96b4,CCR,2030,50km,4703977.689237991,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.511778 45.627518)
population-206041d1-2025-1,ON-MAIN-206041d1,Fraser,2025,10km,5059.70523214403,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-81.3404 46.6633)
population-206041d1-2025-2,ON-MAIN-206041d1,Fraser,2025,50km,175923.18031794048,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-81.3404 46.6633)
population-206041d1-2030-1,ON-MAIN-206041d1,Fraser,2030,10km,5270.57391621437,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-81.3404 46.6633)
population-206041d1-2030-2,ON-MAIN-206041d1,Fraser,2030,50km,183723.04817861773,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-81.3404 46.6633)
population-abb3e1c7-2025-1,QC-MAIN-abb3e1c7,General Smelting Company of Canada,2025,10km,819707.9196619714,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.676345 45.448518)
population-abb3e1c7-2025-2,QC-MAIN-abb3e1c7,General Smelting Company of Canada,2025,50km,4414267.204691677,https://doi.org/10.2905/2FF68A52-5B5B-4A22-8F40-C41DA8332CFE,POINT (-73.676345 45.448518)
